repository,commit_sha,author,timestamp,message,filename,additions,deletions,changes,patch
vercel/next.js,2cc84abc6254c4dec1c51ac7945300a03e9e51be,nextjs-bot,2025-10-07 17:20:21,v15.6.0-canary.51,packages/next-polyfill-nomodule/package.json,1,1,2,"{ ""name"": ""@next/polyfill-nomodule"" - ""version"": ""15.6.0-canary.50"" + ""version"": ""15.6.0-canary.51"" ""description"": ""A polyfill for non-dead nomodule browsers."" ""main"": ""dist/polyfill-nomodule.js"" ""license"": ""MIT"""
vercel/next.js,2cc84abc6254c4dec1c51ac7945300a03e9e51be,nextjs-bot,2025-10-07 17:20:21,v15.6.0-canary.51,packages/next-rspack/package.json,1,1,2,"{ ""name"": ""next-rspack"" - ""version"": ""15.6.0-canary.50"" + ""version"": ""15.6.0-canary.51"" ""repository"": { ""url"": ""vercel/next.js"" ""directory"": ""packages/next-rspack"""
vercel/next.js,2cc84abc6254c4dec1c51ac7945300a03e9e51be,nextjs-bot,2025-10-07 17:20:21,v15.6.0-canary.51,packages/next-swc/package.json,1,1,2,"{ ""name"": ""@next/swc"" - ""version"": ""15.6.0-canary.50"" + ""version"": ""15.6.0-canary.51"" ""private"": true ""files"": [ ""native/"""
vercel/next.js,2cc84abc6254c4dec1c51ac7945300a03e9e51be,nextjs-bot,2025-10-07 17:20:21,v15.6.0-canary.51,packages/next/package.json,7,7,14,"{ ""name"": ""next"" - ""version"": ""15.6.0-canary.50"" + ""version"": ""15.6.0-canary.51"" ""description"": ""The React Framework"" ""main"": ""./dist/server/next.js"" ""license"": ""MIT"" ] } ""dependencies"": { - ""@next/env"": ""15.6.0-canary.50"" + ""@next/env"": ""15.6.0-canary.51"" ""@swc/helpers"": ""0.5.15"" ""caniuse-lite"": ""^1.0.30001579"" ""postcss"": ""8.4.31"" ""@modelcontextprotocol/sdk"": ""1.18.1"" ""@mswjs/interceptors"": ""0.23.0"" ""@napi-rs/triples"": ""1.2.0"" - ""@next/font"": ""15.6.0-canary.50"" - ""@next/polyfill-module"": ""15.6.0-canary.50"" - ""@next/polyfill-nomodule"": ""15.6.0-canary.50"" - ""@next/react-refresh-utils"": ""15.6.0-canary.50"" - ""@next/swc"": ""15.6.0-canary.50"" + ""@next/font"": ""15.6.0-canary.51"" + ""@next/polyfill-module"": ""15.6.0-canary.51"" + ""@next/polyfill-nomodule"": ""15.6.0-canary.51"" + ""@next/react-refresh-utils"": ""15.6.0-canary.51"" + ""@next/swc"": ""15.6.0-canary.51"" ""@opentelemetry/api"": ""1.6.0"" ""@playwright/test"": ""1.51.1"" ""@rspack/core"": ""1.5.0"""
vercel/next.js,2cc84abc6254c4dec1c51ac7945300a03e9e51be,nextjs-bot,2025-10-07 17:20:21,v15.6.0-canary.51,packages/react-refresh-utils/package.json,1,1,2,"{ ""name"": ""@next/react-refresh-utils"" - ""version"": ""15.6.0-canary.50"" + ""version"": ""15.6.0-canary.51"" ""description"": ""An experimental package providing utilities for React Refresh."" ""repository"": { ""url"": ""vercel/next.js"""
vercel/next.js,2cc84abc6254c4dec1c51ac7945300a03e9e51be,nextjs-bot,2025-10-07 17:20:21,v15.6.0-canary.51,packages/third-parties/package.json,2,2,4,"{ ""name"": ""@next/third-parties"" - ""version"": ""15.6.0-canary.50"" + ""version"": ""15.6.0-canary.51"" ""repository"": { ""url"": ""vercel/next.js"" ""directory"": ""packages/third-parties"" ""third-party-capital"": ""1.0.20"" } ""devDependencies"": { - ""next"": ""15.6.0-canary.50"" + ""next"": ""15.6.0-canary.51"" ""outdent"": ""0.8.0"" ""prettier"": ""2.5.1"" ""typescript"": ""5.9.2"""
vercel/next.js,2cc84abc6254c4dec1c51ac7945300a03e9e51be,nextjs-bot,2025-10-07 17:20:21,v15.6.0-canary.51,pnpm-lock.yaml,8,8,16,importers: packages/eslint-config-next: dependencies: '@next/eslint-plugin-next': - specifier: 15.6.0-canary.50 + specifier: 15.6.0-canary.51 version: link:../eslint-plugin-next '@rushstack/eslint-patch': specifier: ^1.10.3 importers: packages/next: dependencies: '@next/env': - specifier: 15.6.0-canary.50 + specifier: 15.6.0-canary.51 version: link:../next-env '@swc/helpers': specifier: 0.5.15 importers: specifier: 1.2.0 version: 1.2.0 '@next/font': - specifier: 15.6.0-canary.50 + specifier: 15.6.0-canary.51 version: link:../font '@next/polyfill-module': - specifier: 15.6.0-canary.50 + specifier: 15.6.0-canary.51 version: link:../next-polyfill-module '@next/polyfill-nomodule': - specifier: 15.6.0-canary.50 + specifier: 15.6.0-canary.51 version: link:../next-polyfill-nomodule '@next/react-refresh-utils': - specifier: 15.6.0-canary.50 + specifier: 15.6.0-canary.51 version: link:../react-refresh-utils '@next/swc': - specifier: 15.6.0-canary.50 + specifier: 15.6.0-canary.51 version: link:../next-swc '@opentelemetry/api': specifier: 1.6.0 importers: version: 1.0.20 devDependencies: next: - specifier: 15.6.0-canary.50 + specifier: 15.6.0-canary.51 version: link:../next outdent: specifier: 0.8.0
vercel/next.js,8f5ed83b72f84c39b9951756a57c1155a988f4e9,Tim Neutkens,2025-10-07 17:15:24,"Build: Highlight TypeScript and ESLint being run clearer (#84606)  ## What?  Follow-up to #84602.  - Renamed `Linting and checking validity of types` to `Running ESLint and TypeScript concurrently` - When `Running ESLint and TypeScript concurrently` finishes it logs the individual times for `TypeScript` and `ESLint` separately  Previous PR only showed the time for TypeScript  hiding the time it took to run ESlint.  The reason for renaming it to `Running ESLint and TypeScript` is that it does not hide what is happening under the hood. Someone might assume Next.js is doing extra work here  but it is calling the underlying tools in the application to check linting and types. We've seen cases where running TypeScript here is 1 minute or more  that would previously be hidden or hard to investigate for the developer as they didn't know what ""linting and type checking"" entails in this context.  ```    Creating an optimized production build ...  ✓ Compiled successfully in 764ms  ✓ Finished TypeScript in 968ms      ✓ Finished ESLint in 824ms      ✓ Collecting page data in 203ms      ✓ Generating static pages (4/4) in 318ms  ✓ Collecting build traces in 3.3s      ✓ Finalizing page optimization in 3.3s     ```  ---------  Co-authored-by: vercel[bot] <35613825+vercel[bot]@users.noreply.github.com>",packages/next/src/build/type-check.ts,18,10,28,export async function startTypeChecking({ if (!ignoreTypeScriptErrors && shouldLint) { typeCheckingAndLintingSpinnerPrefixText = - 'Linting and checking validity of types' + 'Running ESLint and TypeScript concurrently' } else if (!ignoreTypeScriptErrors) { - typeCheckingAndLintingSpinnerPrefixText = 'Checking validity of types' + typeCheckingAndLintingSpinnerPrefixText = 'Running TypeScript' } else if (shouldLint) { - typeCheckingAndLintingSpinnerPrefixText = 'Linting' + typeCheckingAndLintingSpinnerPrefixText = 'Running ESLint' } // we will not create a spinner if both ignoreTypeScriptErrors and ignoreESLint are export async function startTypeChecking({ ) } - const typeCheckStart = process.hrtime() + const typeCheckAndLintStart = process.hrtime() try { - const [[verifyResult typeCheckEnd]] = await Promise.all([ + const [[verifyResult typeCheckEnd] lintCheckEnd] = await Promise.all([ nextBuildSpan.traceChild('run-typescript').traceAsyncFn(() => verifyTypeScriptSetup( dir export async function startTypeChecking({ !!appDir !!pagesDir ).then((resolved) => { - const checkEnd = process.hrtime(typeCheckStart) + const checkEnd = process.hrtime(typeCheckAndLintStart) return [resolved checkEnd] as const }) ) export async function startTypeChecking({ config.experimental.workerThreads telemetry ) + const checkEnd = process.hrtime(typeCheckAndLintStart) + return checkEnd }) ]) if (typeCheckingAndLintingSpinner) { - typeCheckingAndLintingSpinner.setText( - `${typeCheckingAndLintingSpinnerPrefixText} in ${hrtimeDurationToString(typeCheckEnd)}` - ) - typeCheckingAndLintingSpinner.stopAndPersist() + typeCheckingAndLintingSpinner.stop() + + createSpinner( + `Finished TypeScript${ignoreTypeScriptErrors ? ' config validation' : ''} in ${hrtimeDurationToString(typeCheckEnd)}` + )?.stopAndPersist() + if (lintCheckEnd) { + createSpinner( + `Finished ESLint in ${hrtimeDurationToString(lintCheckEnd)}` + )?.stopAndPersist() + } } if (!ignoreTypeScriptErrors && verifyResult) {
vercel/next.js,8f5ed83b72f84c39b9951756a57c1155a988f4e9,Tim Neutkens,2025-10-07 17:15:24,"Build: Highlight TypeScript and ESLint being run clearer (#84606)  ## What?  Follow-up to #84602.  - Renamed `Linting and checking validity of types` to `Running ESLint and TypeScript concurrently` - When `Running ESLint and TypeScript concurrently` finishes it logs the individual times for `TypeScript` and `ESLint` separately  Previous PR only showed the time for TypeScript  hiding the time it took to run ESlint.  The reason for renaming it to `Running ESLint and TypeScript` is that it does not hide what is happening under the hood. Someone might assume Next.js is doing extra work here  but it is calling the underlying tools in the application to check linting and types. We've seen cases where running TypeScript here is 1 minute or more  that would previously be hidden or hard to investigate for the developer as they didn't know what ""linting and type checking"" entails in this context.  ```    Creating an optimized production build ...  ✓ Compiled successfully in 764ms  ✓ Finished TypeScript in 968ms      ✓ Finished ESLint in 824ms      ✓ Collecting page data in 203ms      ✓ Generating static pages (4/4) in 318ms  ✓ Collecting build traces in 3.3s      ✓ Finalizing page optimization in 3.3s     ```  ---------  Co-authored-by: vercel[bot] <35613825+vercel[bot]@users.noreply.github.com>",test/production/app-dir/build-output/index.test.ts,1,1,2,describe('production - app dir - build output' () => { 'Creating an optimized production build' ) const indexOfLinting = output.indexOf( - 'Linting and checking validity of types' + 'Running ESLint and TypeScript concurrently' ) expect(indexOfVersion).toBeLessThan(indexOfLinting) expect(indexOfStartCompiling).toBeLessThan(indexOfLinting)
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,lerna.json,1,1,2,"""registry"": ""https://registry.npmjs.org/"" } } - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" }"
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/create-next-app/package.json,1,1,2,"{ ""name"": ""create-next-app"" - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""keywords"": [ ""react"" ""next"""
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/eslint-config-next/package.json,2,2,4,"{ ""name"": ""eslint-config-next"" - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""description"": ""ESLint configuration used by Next.js."" ""main"": ""index.js"" ""license"": ""MIT"" } ""homepage"": ""https://nextjs.org/docs/app/api-reference/config/eslint"" ""dependencies"": { - ""@next/eslint-plugin-next"": ""15.6.0-canary.49"" + ""@next/eslint-plugin-next"": ""15.6.0-canary.50"" ""@rushstack/eslint-patch"": ""^1.10.3"" ""@typescript-eslint/eslint-plugin"": ""^5.4.2 || ^6.0.0 || ^7.0.0 || ^8.0.0"" ""@typescript-eslint/parser"": ""^5.4.2 || ^6.0.0 || ^7.0.0 || ^8.0.0"""
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/eslint-plugin-internal/package.json,1,1,2,"{ ""name"": ""@next/eslint-plugin-internal"" ""private"": true - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""description"": ""ESLint plugin for working on Next.js."" ""exports"": { ""."": ""./src/eslint-plugin-internal.js"""
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/eslint-plugin-next/package.json,1,1,2,"{ ""name"": ""@next/eslint-plugin-next"" - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""description"": ""ESLint plugin for Next.js."" ""main"": ""dist/index.js"" ""types"": ""dist/index.d.ts"""
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/font/package.json,1,1,2,"{ ""name"": ""@next/font"" ""private"": true - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""repository"": { ""url"": ""vercel/next.js"" ""directory"": ""packages/font"""
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/next-bundle-analyzer/package.json,1,1,2,"{ ""name"": ""@next/bundle-analyzer"" - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""main"": ""index.js"" ""types"": ""index.d.ts"" ""license"": ""MIT"""
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/next-codemod/package.json,1,1,2,"{ ""name"": ""@next/codemod"" - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""license"": ""MIT"" ""repository"": { ""type"": ""git"""
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/next-env/package.json,1,1,2,"{ ""name"": ""@next/env"" - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""keywords"": [ ""react"" ""next"""
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/next-mdx/package.json,1,1,2,"{ ""name"": ""@next/mdx"" - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""main"": ""index.js"" ""license"": ""MIT"" ""repository"": {"
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/next-plugin-storybook/package.json,1,1,2,"{ ""name"": ""@next/plugin-storybook"" - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""repository"": { ""url"": ""vercel/next.js"" ""directory"": ""packages/next-plugin-storybook"""
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/next-polyfill-module/package.json,1,1,2,"{ ""name"": ""@next/polyfill-module"" - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""description"": ""A standard library polyfill for ES Modules supporting browsers (Edge 16+ Firefox 60+ Chrome 61+ Safari 10.1+)"" ""main"": ""dist/polyfill-module.js"" ""license"": ""MIT"""
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/next-polyfill-nomodule/package.json,1,1,2,"{ ""name"": ""@next/polyfill-nomodule"" - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""description"": ""A polyfill for non-dead nomodule browsers."" ""main"": ""dist/polyfill-nomodule.js"" ""license"": ""MIT"""
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/next-rspack/package.json,1,1,2,"{ ""name"": ""next-rspack"" - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""repository"": { ""url"": ""vercel/next.js"" ""directory"": ""packages/next-rspack"""
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/next-swc/package.json,1,1,2,"{ ""name"": ""@next/swc"" - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""private"": true ""files"": [ ""native/"""
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/next/package.json,7,7,14,"{ ""name"": ""next"" - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""description"": ""The React Framework"" ""main"": ""./dist/server/next.js"" ""license"": ""MIT"" ] } ""dependencies"": { - ""@next/env"": ""15.6.0-canary.49"" + ""@next/env"": ""15.6.0-canary.50"" ""@swc/helpers"": ""0.5.15"" ""caniuse-lite"": ""^1.0.30001579"" ""postcss"": ""8.4.31"" ""@modelcontextprotocol/sdk"": ""1.18.1"" ""@mswjs/interceptors"": ""0.23.0"" ""@napi-rs/triples"": ""1.2.0"" - ""@next/font"": ""15.6.0-canary.49"" - ""@next/polyfill-module"": ""15.6.0-canary.49"" - ""@next/polyfill-nomodule"": ""15.6.0-canary.49"" - ""@next/react-refresh-utils"": ""15.6.0-canary.49"" - ""@next/swc"": ""15.6.0-canary.49"" + ""@next/font"": ""15.6.0-canary.50"" + ""@next/polyfill-module"": ""15.6.0-canary.50"" + ""@next/polyfill-nomodule"": ""15.6.0-canary.50"" + ""@next/react-refresh-utils"": ""15.6.0-canary.50"" + ""@next/swc"": ""15.6.0-canary.50"" ""@opentelemetry/api"": ""1.6.0"" ""@playwright/test"": ""1.51.1"" ""@rspack/core"": ""1.5.0"""
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/react-refresh-utils/package.json,1,1,2,"{ ""name"": ""@next/react-refresh-utils"" - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""description"": ""An experimental package providing utilities for React Refresh."" ""repository"": { ""url"": ""vercel/next.js"""
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,packages/third-parties/package.json,2,2,4,"{ ""name"": ""@next/third-parties"" - ""version"": ""15.6.0-canary.49"" + ""version"": ""15.6.0-canary.50"" ""repository"": { ""url"": ""vercel/next.js"" ""directory"": ""packages/third-parties"" ""third-party-capital"": ""1.0.20"" } ""devDependencies"": { - ""next"": ""15.6.0-canary.49"" + ""next"": ""15.6.0-canary.50"" ""outdent"": ""0.8.0"" ""prettier"": ""2.5.1"" ""typescript"": ""5.9.2"""
vercel/next.js,f69066fb20b29e591b40ff20e41181391bda1477,nextjs-bot,2025-10-07 16:08:28,v15.6.0-canary.50,pnpm-lock.yaml,8,8,16,importers: packages/eslint-config-next: dependencies: '@next/eslint-plugin-next': - specifier: 15.6.0-canary.49 + specifier: 15.6.0-canary.50 version: link:../eslint-plugin-next '@rushstack/eslint-patch': specifier: ^1.10.3 importers: packages/next: dependencies: '@next/env': - specifier: 15.6.0-canary.49 + specifier: 15.6.0-canary.50 version: link:../next-env '@swc/helpers': specifier: 0.5.15 importers: specifier: 1.2.0 version: 1.2.0 '@next/font': - specifier: 15.6.0-canary.49 + specifier: 15.6.0-canary.50 version: link:../font '@next/polyfill-module': - specifier: 15.6.0-canary.49 + specifier: 15.6.0-canary.50 version: link:../next-polyfill-module '@next/polyfill-nomodule': - specifier: 15.6.0-canary.49 + specifier: 15.6.0-canary.50 version: link:../next-polyfill-nomodule '@next/react-refresh-utils': - specifier: 15.6.0-canary.49 + specifier: 15.6.0-canary.50 version: link:../react-refresh-utils '@next/swc': - specifier: 15.6.0-canary.49 + specifier: 15.6.0-canary.50 version: link:../next-swc '@opentelemetry/api': specifier: 1.6.0 importers: version: 1.0.20 devDependencies: next: - specifier: 15.6.0-canary.49 + specifier: 15.6.0-canary.50 version: link:../next outdent: specifier: 0.8.0
vercel/next.js,75b1ceff2fb29d78f7a8566124a877bc2b7386c2,Steven,2025-10-07 16:03:51,fix(cache-tags): add `/index` to implicit tags and adjust `revalidatePath()` (#84586)  This fixes an issue where the tag was `/` but the build output was `/index` (and vice-versa) meaning you couldn't use `revalidatePath()` in some cases because the tag didn't match.  ---------  Co-authored-by: JJ Kasper <jj@jjsweb.site>,packages/next/src/server/lib/implicit-tags.test.ts,83,0,83,+import type { OpaqueFallbackRouteParams } from '../request/fallback-params' +import { getImplicitTags } from './implicit-tags' + +describe('getImplicitTags()' () => { + it.each<{ + page: string + url: { pathname: string; search: string } + fallbackRouteParams: null | OpaqueFallbackRouteParams + expectedTags: string[] + }>([ + { + page: '/' + url: { pathname: '/' search: '' } + fallbackRouteParams: null + expectedTags: ['_N_T_/layout' '_N_T_/' '_N_T_/index'] + } + { + page: '' + url: { pathname: '/' search: '' } + fallbackRouteParams: null + expectedTags: ['_N_T_/layout' '_N_T_/' '_N_T_/index'] + } + { + page: '/' + url: { pathname: '' search: '' } + fallbackRouteParams: null + expectedTags: ['_N_T_/layout'] + } + { + page: '/page' + url: { pathname: '' search: '' } + fallbackRouteParams: null + expectedTags: ['_N_T_/layout' '_N_T_/page'] + } + { + page: '/page' + url: { pathname: '/' search: '' } + fallbackRouteParams: null + expectedTags: ['_N_T_/layout' '_N_T_/page' '_N_T_/' '_N_T_/index'] + } + { + page: '/page' + url: { pathname: '/page' search: '' } + fallbackRouteParams: null + expectedTags: ['_N_T_/layout' '_N_T_/page'] + } + { + page: '/index' + url: { pathname: '/' search: '' } + fallbackRouteParams: null + expectedTags: [ + '_N_T_/layout' + '_N_T_/index/layout' + '_N_T_/' + '_N_T_/index' + ] + } + { + page: '/hello' + url: { pathname: '/hello' search: '' } + fallbackRouteParams: null + expectedTags: ['_N_T_/layout' '_N_T_/hello/layout' '_N_T_/hello'] + } + { + page: '/foo/bar/baz' + url: { pathname: '/foo/bar/baz' search: '' } + fallbackRouteParams: null + expectedTags: [ + '_N_T_/layout' + '_N_T_/foo/layout' + '_N_T_/foo/bar/layout' + '_N_T_/foo/bar/baz/layout' + '_N_T_/foo/bar/baz' + ] + } + ])( + 'for page $page with url $url and $fallback' + async ({ page url fallbackRouteParams expectedTags }) => { + const result = await getImplicitTags(page url fallbackRouteParams) + expect(result.tags).toEqual(expectedTags) + } + ) +})
