repository,commit_sha,author,timestamp,message,filename,additions,deletions,changes,patch,risky_label
capricorn86/happy-dom,819d15b,David Ortner,2025-10-09T22:47:59Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default (#1930),packages/happy-dom/test/window/DetachedWindowAPI.test.ts,4,4,8,"@@ -21,16 +21,16 @@ describe('DetachedWindowAPI', () => {
 
 	describe('get settings()', () => {
 		it('Returns browser settings.', () => {
-			const window = new Window({ settings: { disableJavaScriptEvaluation: true } });
+			const window = new Window({ settings: { enableJavaScriptEvaluation: true } });
 			expect(window.happyDOM?.settings).toEqual({
 				...DefaultBrowserSettings,
-				disableJavaScriptEvaluation: true
+				enableJavaScriptEvaluation: true
 			});
 		});
 
 		it('Supports editing setting properties.', () => {
-			const window = new Window({ settings: { disableJavaScriptEvaluation: true } });
-			(<DetachedWindowAPI>window.happyDOM).settings.disableJavaScriptEvaluation = false;
+			const window = new Window({ settings: { enableJavaScriptEvaluation: true } });
+			(<DetachedWindowAPI>window.happyDOM).settings.enableJavaScriptEvaluation = false;
 			expect(window.happyDOM?.settings).toEqual(DefaultBrowserSettings);
 		});
 	});",1
capricorn86/happy-dom,819d15b,David Ortner,2025-10-09T22:47:59Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default (#1930),packages/happy-dom/test/window/GlobalWindow.test.ts,35,14,49,"@@ -1,12 +1,14 @@
 import GlobalWindow from '../../src/window/GlobalWindow.js';
-import Window from '../../src/window/Window.js';
+import * as PropertySymbol from '../../src/PropertySymbol.js';
 import { beforeEach, describe, it, expect } from 'vitest';
 
 describe('GlobalWindow', () => {
-	let window: Window;
+	let window: GlobalWindow;
 
 	beforeEach(() => {
-		window = new GlobalWindow();
+		window = new GlobalWindow({
+			settings: { enableJavaScriptEvaluation: true, suppressCodeGenerationFromStringsWarning: true }
+		});
 	});
 
 	describe('get Object()', () => {
@@ -15,9 +17,9 @@ describe('GlobalWindow', () => {
 		});
 
 		it('Is the same as {}.constructor when using eval().', () => {
-			global['globalWindow'] = window;
+			(<any>global)['globalWindow'] = window;
 			expect(window.eval('({}).constructor === globalWindow.Object')).toBe(true);
-			delete global['globalWindow'];
+			delete (<any>global)['globalWindow'];
 		});
 	});
 
@@ -27,9 +29,11 @@ describe('GlobalWindow', () => {
 		});
 
 		it('Is the same as (() => {}).constructor when using eval().', () => {
-			global['globalWindow'] = window;
-			expect(window.eval('(() => {}).constructor === globalWindow.Function')).toBe(true);
-			delete global['globalWindow'];
+			expect(window.Function('return (() => {}).constructor === globalThis.Function')()).toBe(true);
+		});
+
+		it('Does not execute unsafe code using import', () => {
+			expect(() => window.Function('return import(""process"")')()).rejects.toThrow();
 		});
 	});
 
@@ -39,9 +43,9 @@ describe('GlobalWindow', () => {
 		});
 
 		it('Is the same as [].constructor when using eval().', () => {
-			global['globalWindow'] = window;
+			(<any>global)['globalWindow'] = window;
 			expect(window.eval('[].constructor === globalWindow.Array')).toBe(true);
-			delete global['globalWindow'];
+			delete (<any>global)['globalWindow'];
 		});
 	});
 
@@ -55,9 +59,9 @@ describe('GlobalWindow', () => {
 			})()`);
 
 			expect(result).toBe('locally defined');
-			expect(globalThis['variable']).toBe('globally defined');
+			expect((<any>globalThis)['variable']).toBe('globally defined');
 
-			delete globalThis['variable'];
+			delete (<any>globalThis)['variable'];
 		});
 
 		it('Respects indirect eval.', () => {
@@ -69,9 +73,26 @@ describe('GlobalWindow', () => {
 			})()`);
 
 			expect(result).toBe('globally defined');
-			expect(globalThis['variable']).toBe('globally defined');
+			expect((<any>globalThis)['variable']).toBe('globally defined');
+
+			delete (<any>globalThis)['variable'];
+		});
+	});
+
+	describe('[PropertySymbol.evaluateScript]()', () => {
+		it('Evaluates script.', () => {
+			const result = window[PropertySymbol.evaluateScript]('1 + 1;', {
+				filename: 'filename.js'
+			});
+			expect(result).toBe(2);
+		});
 
-			delete globalThis['variable'];
+		it('Evaluates code from script elements', () => {
+			const script = window.document.createElement('script');
+			script.textContent = 'globalThis[""$scriptResult""] = 1 + 1;';
+			window.document.body.appendChild(script);
+			expect((<any>globalThis)['$scriptResult']).toBe(2);
+			delete (<any>globalThis)['$scriptResult'];
 		});
 	});
 ",1
capricorn86/happy-dom,819d15b,David Ortner,2025-10-09T22:47:59Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default (#1930),packages/happy-dom/test/window/Window.test.ts,3,0,3,"@@ -149,6 +149,7 @@ describe('Window', () => {
 				console: globalThis.console,
 				settings: {
 					disableJavaScriptEvaluation: true,
+					enableJavaScriptEvaluation: true,
 					navigator: {
 						userAgent: 'test'
 					},
@@ -169,6 +170,7 @@ describe('Window', () => {
 				VirtualConsolePrinter
 			);
 			expect(windowWithOptions.happyDOM?.settings.disableJavaScriptEvaluation).toBe(true);
+			expect(windowWithOptions.happyDOM?.settings.enableJavaScriptEvaluation).toBe(true);
 			expect(windowWithOptions.happyDOM?.settings.disableJavaScriptFileLoading).toBe(false);
 			expect(windowWithOptions.happyDOM?.settings.disableCSSFileLoading).toBe(false);
 			expect(windowWithOptions.happyDOM?.settings.disableIframePageLoading).toBe(false);
@@ -191,6 +193,7 @@ describe('Window', () => {
 				VirtualConsolePrinter
 			);
 			expect(windowWithoutOptions.happyDOM?.settings.disableJavaScriptEvaluation).toBe(false);
+			expect(windowWithoutOptions.happyDOM?.settings.enableJavaScriptEvaluation).toBe(false);
 			expect(windowWithoutOptions.happyDOM?.settings.disableJavaScriptFileLoading).toBe(false);
 			expect(windowWithoutOptions.happyDOM?.settings.disableCSSFileLoading).toBe(false);
 			expect(windowWithoutOptions.happyDOM?.settings.disableIframePageLoading).toBe(false);",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,integration-test/package.json,1,1,2,"@@ -10,7 +10,7 @@
 		""access"": ""restricted""
 	},
 	""scripts"": {
-		""test"": ""cd ./test && ls | node --test && node ./browser-exception-observer/BrowserExceptionObserver.test.js"",
+		""test"": ""cd ./test && ls | node --disallow-code-generation-from-strings --test && node --disallow-code-generation-from-strings ./browser-exception-observer/BrowserExceptionObserver.test.js"",
 		""test:debug"": ""cd ./test && ls | node --inspect-brk""
 	},
 	""devDependencies"": {",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,integration-test/test/Browser.test.js,3,1,4,"@@ -7,6 +7,7 @@ describe('Browser', () => {
 		const browser = new Browser({
 			settings: {
 				errorCapture: BrowserErrorCaptureEnum.processLevel,
+				enableJavaScriptEvaluation: true,
 
 				// Github.com has a timer that is very long (hours) and a timer loop that never ends.
 				timer: {
@@ -47,7 +48,8 @@ describe('Browser', () => {
 	it('Goes to ""npmjs.com"".', async () => {
 		const browser = new Browser({
 			settings: {
-				errorCapture: BrowserErrorCaptureEnum.processLevel
+				errorCapture: BrowserErrorCaptureEnum.processLevel,
+				enableJavaScriptEvaluation: true
 			}
 		});
 		const page = browser.newPage();",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,integration-test/test/WindowGlobals.test.js,3,3,6,"@@ -4,7 +4,7 @@ import { describe, it } from 'node:test';
 
 describe('WindowGlobals', () => {
 	it('Functions should have the constructor global.Function.', () => {
-		const window = new Window();
+		const window = new Window({ settings: { enableJavaScriptEvaluation: true } });
 		let error = null;
 		window.addEventListener('error', (event) => (error = event.error));
 		window.document.write(`
@@ -18,7 +18,7 @@ describe('WindowGlobals', () => {
 	});
 
 	it('Object should have the constructor global.Object.', () => {
-		const window = new Window();
+		const window = new Window({ settings: { enableJavaScriptEvaluation: true } });
 		let error = null;
 		window.addEventListener('error', (event) => (error = event.error));
 		window.document.write(`
@@ -32,7 +32,7 @@ describe('WindowGlobals', () => {
 	});
 
 	it('Binds global methods to the Window context.', () => {
-		const window = new Window();
+		const window = new Window({ settings: { enableJavaScriptEvaluation: true } });
 		let error = null;
 		window.addEventListener('error', (event) => (error = event.error));
 		window.document.write(`",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,integration-test/test/browser-exception-observer/BrowserExceptionObserver.test.js,8,2,10,"@@ -21,7 +21,10 @@ await describe('BrowserExceptionObserver', async () => {
 	await describe('observe()', async () => {
 		await it('Observes unhandled fetch rejections.', async () => {
 			const browser = new Browser({
-				settings: { errorCapture: BrowserErrorCaptureEnum.processLevel }
+				settings: {
+					errorCapture: BrowserErrorCaptureEnum.processLevel,
+					enableJavaScriptEvaluation: true
+				}
 			});
 			const page = browser.newPage();
 			const window = page.mainFrame.window;
@@ -58,7 +61,10 @@ await describe('BrowserExceptionObserver', async () => {
 
 		await it('Observes uncaught exceptions.', async () => {
 			const browser = new Browser({
-				settings: { errorCapture: BrowserErrorCaptureEnum.processLevel }
+				settings: {
+					errorCapture: BrowserErrorCaptureEnum.processLevel,
+					enableJavaScriptEvaluation: true
+				}
 			});
 			const page = browser.newPage();
 			const window = page.mainFrame.window;",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,packages/@happy-dom/server-renderer/src/ServerRenderer.ts,1,0,1,"@@ -197,6 +197,7 @@ export default class ServerRenderer {
 					return;
 				}
 				const worker = new Worker(new URL('ServerRendererWorker.js', import.meta.url), {
+					execArgv: ['--disallow-code-generation-from-strings'],
 					workerData: {
 						configuration: configuration
 					}",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,packages/@happy-dom/server-renderer/src/config/DefaultServerRendererConfiguration.ts,7,1,8,"@@ -5,7 +5,13 @@ import OS from 'os';
 import { BrowserErrorCaptureEnum } from 'happy-dom';
 
 export default <IServerRendererConfiguration>{
-	browser: { ...DefaultBrowserSettings, errorCapture: BrowserErrorCaptureEnum.processLevel },
+	browser: {
+		...DefaultBrowserSettings,
+		errorCapture: BrowserErrorCaptureEnum.processLevel,
+		// This is enabled by default as the entire point of this package is to server-render client side JavaScript.
+		// ""--disallow-code-generation-from-strings"" is enabled on workers to prevent escape of the VM context.
+		enableJavaScriptEvaluation: true
+	},
 	outputDirectory: './happy-dom/render',
 	logLevel: ServerRendererLogLevelEnum.info,
 	debug: false,",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,packages/@happy-dom/server-renderer/src/utilities/HelpPrinterRows.ts,8,1,9,"@@ -126,12 +126,19 @@ export default [
 		'1'
 	],
 	[
-		'--browser.disableJavascriptEvaluation',
+		'--browser.disableJavaScriptEvaluation',
 		'',
 		'boolean',
 		'Disables JavaScript evaluation.',
 		'false'
 	],
+	[
+		'--browser.suppressCodeGenerationFromStringsWarning',
+		'',
+		'boolean',
+		'Suppresses the warning that is printed when code generation from strings is enabled at process level',
+		'false'
+	],
 	[
 		'--browser.disableJavaScriptFileLoading',
 		'',",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,packages/@happy-dom/server-renderer/src/utilities/ProcessArgumentsParser.ts,3,1,4,"@@ -40,7 +40,9 @@ export default class ProcessArgumentsParser {
 				} else if (arg === '--help' || arg === '-h') {
 					config.help = true;
 				} else if (arg === '--browser.disableJavaScriptEvaluation') {
-					config.browser.disableJavaScriptEvaluation = true;
+					config.browser.enableJavaScriptEvaluation = false;
+				} else if (arg === '--browser.suppressCodeGenerationFromStringsWarning') {
+					config.browser.suppressCodeGenerationFromStringsWarning = true;
 				} else if (arg === '--browser.disableJavaScriptFileLoading') {
 					config.browser.disableJavaScriptFileLoading = true;
 				} else if (arg === '--browser.disableCSSFileLoading') {",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,packages/@happy-dom/server-renderer/test/MockedWorker.ts,13,7,20,"@@ -2,13 +2,16 @@ import IServerRendererConfiguration from '../src/types/IServerRendererConfigurat
 import IServerRendererItem from '../src/types/IServerRendererItem';
 import IServerRendererResult from '../src/types/IServerRendererResult';
 
+type TEvent = 'message' | 'error' | 'exit';
+
 /**
- *
+ * Mocked worker.
  */
 export default class MockedWorker {
 	public static openWorkers: MockedWorker[] = [];
 	public static terminatedWorkers: MockedWorker[] = [];
 	public scriptPath: string;
+	public execArgv: string[] = [];
 	public workerData: {
 		configuration: IServerRendererConfiguration;
 	};
@@ -25,13 +28,16 @@ export default class MockedWorker {
 	public isTerminated: boolean = false;
 
 	/**
+	 * Constructor.
 	 *
-	 * @param scriptPath
-	 * @param options
-	 * @param options.workerData
+	 * @param scriptPath Script path.
+	 * @param options Options.
+	 * @param options.execArgv Exec arguments.
+	 * @param options.workerData Worker data.
 	 */
-	constructor(scriptPath: string, options: { workerData: any }) {
+	constructor(scriptPath: string, options: { execArgv: string[]; workerData: any }) {
 		this.scriptPath = scriptPath;
+		this.execArgv = options.execArgv;
 		this.workerData = options.workerData;
 		(<typeof MockedWorker>this.constructor).openWorkers.push(this);
 	}
@@ -41,7 +47,7 @@ export default class MockedWorker {
 	 * @param event
 	 * @param listener
 	 */
-	public on(event: string, listener: any): void {
+	public on(event: TEvent, listener: any): void {
 		this.listeners[event].push(listener);
 	}
 
@@ -50,7 +56,7 @@ export default class MockedWorker {
 	 * @param event
 	 * @param listener
 	 */
-	public off(event: string, listener: any): void {
+	public off(event: TEvent, listener: any): void {
 		const index = this.listeners[event].indexOf(listener);
 		this.listeners[event].splice(index, 1);
 	}",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,packages/@happy-dom/server-renderer/test/ServerRenderer.test.ts,4,0,4,"@@ -58,6 +58,8 @@ describe('ServerRenderer', () => {
 					'file://' + Path.resolve(Path.join('src', 'ServerRendererWorker.js'))
 				);
 
+				expect(worker.execArgv).toEqual(['--disallow-code-generation-from-strings']);
+
 				expect(worker.workerData.configuration.cache.directory).toBe(
 					Path.resolve(Path.join('happy-dom', 'cache'))
 				);
@@ -214,6 +216,8 @@ describe('ServerRenderer', () => {
 					'file://' + Path.resolve(Path.join('src', 'ServerRendererWorker.js'))
 				);
 
+				expect(worker.execArgv).toEqual(['--disallow-code-generation-from-strings']);
+
 				expect(worker.workerData.configuration.cache.directory).toBe(
 					Path.resolve(Path.join('happy-dom', 'cache'))
 				);",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,packages/@happy-dom/server-renderer/test/ServerRendererBrowser.test.ts,25,9,34,"@@ -34,7 +34,9 @@ describe('ServerRendererBrowser', () => {
 				return Promise.resolve();
 			});
 			const browser = new ServerRendererBrowser(
-				ServerRendererConfigurationFactory.createConfiguration()
+				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true }
+				})
 			);
 			const results = await browser.render([{ url: 'https://example.com/gb/en/' }]);
 
@@ -70,7 +72,9 @@ describe('ServerRendererBrowser', () => {
 				return Promise.resolve();
 			});
 			const browser = new ServerRendererBrowser(
-				ServerRendererConfigurationFactory.createConfiguration()
+				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true }
+				})
 			);
 			const results = await browser.render(MockedURLList.slice(0, 15).map((url) => ({ url })));
 
@@ -97,9 +101,9 @@ describe('ServerRendererBrowser', () => {
 			const writtenFiles: { filePath: string; content: string }[] = [];
 			const requestHeaders: Array<{ [key: string]: string }> = [];
 
-			vi.spyOn(Fetch.prototype, 'send').mockImplementation(async function () {
+			vi.spyOn(Fetch.prototype, 'send').mockImplementation(async function (this: Fetch) {
 				const headers: { [key: string]: string } = {};
-				for (const [key, value] of this.request.headers) {
+				for (const [key, value] of (<any>this).request.headers) {
 					headers[key] = value;
 				}
 				requestHeaders.push(headers);
@@ -131,7 +135,9 @@ describe('ServerRendererBrowser', () => {
 			);
 
 			const browser = new ServerRendererBrowser(
-				ServerRendererConfigurationFactory.createConfiguration()
+				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true }
+				})
 			);
 			const results = await browser.render(
 				MockedURLList.slice(0, 15).map((url, index) => ({
@@ -193,7 +199,9 @@ describe('ServerRendererBrowser', () => {
 				};
 			});
 			const browser = new ServerRendererBrowser(
-				ServerRendererConfigurationFactory.createConfiguration()
+				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true }
+				})
 			);
 			const results = await browser.render([{ url: 'https://example.com/gb/en/' }]);
 
@@ -225,6 +233,7 @@ describe('ServerRendererBrowser', () => {
 
 			const browser = new ServerRendererBrowser(
 				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true },
 					render: {
 						timeout: 100
 					}
@@ -264,6 +273,7 @@ The page may contain scripts with timer loops that prevent it from completing. Y
 
 			const browser = new ServerRendererBrowser(
 				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true },
 					render: {
 						timeout: 100
 					},
@@ -321,7 +331,9 @@ Timer #1
 			});
 
 			const browser = new ServerRendererBrowser(
-				ServerRendererConfigurationFactory.createConfiguration()
+				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true }
+				})
 			);
 			const results = await browser.render([{ url: 'https://example.com/gb/en/' }]);
 			(<any>results[0]).pageConsole = results[0].pageConsole
@@ -338,14 +350,14 @@ Timer #1
 					headers: { key1: 'value' },
 					outputFile: null,
 					pageConsole: `Error: Error
-    at eval (https://example.com/gb/en/:0:0)
+    at https://example.com/gb/en/:1:26
     at Timeout._onTimeout (/window/BrowserWindow.ts:0:0)
     at listOnTimeout (node:internal/timers:0:0)
     at processTimers (node:internal/timers:0:0)
 `,
 					pageErrors: [
 						`Error: Error
-    at eval (https://example.com/gb/en/:0:0)
+    at https://example.com/gb/en/:1:26
     at Timeout._onTimeout (/window/BrowserWindow.ts:0:0)
     at listOnTimeout (node:internal/timers:0:0)
     at processTimers (node:internal/timers:0:0)`
@@ -383,6 +395,7 @@ Timer #1
 
 			const browser = new ServerRendererBrowser(
 				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true },
 					render: {
 						allShadowRoots: true
 					}
@@ -453,6 +466,7 @@ Timer #1
 
 			const browser = new ServerRendererBrowser(
 				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true },
 					render: {
 						serializableShadowRoots: true
 					}
@@ -533,6 +547,7 @@ Timer #1
 
 			const browser = new ServerRendererBrowser(
 				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true },
 					render: {
 						allShadowRoots: true,
 						excludeShadowRootTags: ['custom-element']
@@ -601,6 +616,7 @@ Timer #1
 			);
 			const browser = new ServerRendererBrowser(
 				ServerRendererConfigurationFactory.createConfiguration({
+					browser: { suppressCodeGenerationFromStringsWarning: true },
 					cache: {
 						disable: true
 					}",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,packages/@happy-dom/server-renderer/test/utilities/MockedConfiguration.ts,3,1,4,"@@ -4,7 +4,9 @@ import ServerRendererLogLevelEnum from '../../src/enums/ServerRendererLogLevelEn
 
 export default <IServerRendererConfiguration>{
 	browser: {
-		disableJavaScriptEvaluation: true,
+		disableJavaScriptEvaluation: false,
+		enableJavaScriptEvaluation: false,
+		suppressCodeGenerationFromStringsWarning: true,
 		disableJavaScriptFileLoading: true,
 		disableCSSFileLoading: true,
 		disableIframePageLoading: false,",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,packages/@happy-dom/server-renderer/test/utilities/ProcessArgumentsParser.test.ts,37,0,37,"@@ -308,13 +308,49 @@ describe('ProcessArgumentsParser', () => {
 			);
 		});
 
+		it('Returns configuration with javascript evaluation disabled.', async () => {
+			const expectedConfig = {
+				...DefaultServerRendererConfiguration,
+				browser: {
+					...DefaultServerRendererConfiguration.browser,
+					enableJavaScriptEvaluation: false
+				}
+			};
+			expect(
+				await ProcessArgumentsParser.getConfiguration([
+					'node',
+					'script.js',
+					'--browser.disableJavaScriptEvaluation'
+				])
+			).toEqual(expectedConfig);
+		});
+
+		it('Returns configuration with suppressed code generation warning.', async () => {
+			const expectedConfig = {
+				...DefaultServerRendererConfiguration,
+				browser: {
+					...DefaultServerRendererConfiguration.browser,
+					suppressCodeGenerationFromStringsWarning: true
+				}
+			};
+			expect(
+				await ProcessArgumentsParser.getConfiguration([
+					'node',
+					'script.js',
+					'--browser.suppressCodeGenerationFromStringsWarning'
+				])
+			).toEqual(expectedConfig);
+		});
+
 		it('Returns configuration for all options.', async () => {
 			const specialArguments = [
 				// Deprecated
 				'browser.disableErrorCapturing',
 				'browser.enableFileSystemHttpRequests',
 				'browser.disableIframePageLoading',
+				'browser.disableJavaScriptEvaluation',
 				// Special handling
+				'browser.enableJavaScriptEvaluation',
 				'browser.fetch.requestHeaders',
 				'browser.fetch.virtualServers',
 				'urls'
@@ -345,6 +381,7 @@ describe('ProcessArgumentsParser', () => {
 
 			args.unshift('script.js');
 			args.unshift('node');
+			args.push('--browser.disableJavaScriptEvaluation');
 			args.push('--browser.fetch.requestHeaders=""X-Custom-Header-1:Value-1""');
 			args.push('--browser.fetch.requestHeaders=""https://example.com/|X-Custom-Header-2:Value-2""');
 			args.push('--browser.fetch.virtualServers=""https://example.com/path/|./virtual-server/path""');",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,packages/happy-dom/src/PropertySymbol.ts,1,0,1,"@@ -404,3 +404,4 @@ export const cssRule = Symbol('cssRule');
 export const rulePrefix = Symbol('rulePrefix');
 export const virtualServerFile = Symbol('virtualServerFile');
 export const frames = Symbol('frames');
+export const disableEvaluation = Symbol('disableEvaluation');",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,packages/happy-dom/src/browser/DefaultBrowserSettings.ts,2,0,2,"@@ -5,6 +5,7 @@ import IBrowserSettings from './types/IBrowserSettings.js';
 
 export default <IBrowserSettings>{
 	disableJavaScriptEvaluation: false,
+	enableJavaScriptEvaluation: false,
 	disableJavaScriptFileLoading: false,
 	disableCSSFileLoading: false,
 	disableIframePageLoading: false,
@@ -13,6 +14,7 @@ export default <IBrowserSettings>{
 	disableErrorCapturing: false,
 	errorCapture: BrowserErrorCaptureEnum.tryAndCatch,
 	enableFileSystemHttpRequests: false,
+	suppressCodeGenerationFromStringsWarning: false,
 	timer: {
 		maxTimeout: -1,
 		maxIntervalTime: -1,",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,packages/happy-dom/src/browser/types/IBrowserSettings.ts,18,1,19,"@@ -11,9 +11,23 @@ import BrowserWindow from '../../window/BrowserWindow.js';
  * Browser settings.
  */
 export default interface IBrowserSettings {
-	/** Disables JavaScript evaluation. */
+	/**
+	 * Disables JavaScript evaluation.
+	 *
+	 * @deprecated Javascript evaluation is now disabled by default. Use ""enableJavaScriptEvaluation"" if you want to enable it.
+	 */
 	disableJavaScriptEvaluation: boolean;
 
+	/**
+	 * Enables JavaScript evaluation.
+	 *
+	 * A VM Context is not an isolated environment, and if you run untrusted code you are at risk of RCE (Remote Code Execution) attacks.
+	 * It is recommended to disable code generation at process level by running node with the ""--disallow-code-generation-from-strings"" flag enabled to protect against these types of attacks.
+	 *
+	 * @see https://github.com/capricorn86/happy-dom/wiki/Code-Generation-From-Strings-Warning
+	 */
+	enableJavaScriptEvaluation: boolean;
+
 	/** Disables JavaScript file loading. */
 	disableJavaScriptFileLoading: boolean;
 
@@ -26,6 +40,9 @@ export default interface IBrowserSettings {
 	/** Handle disabled resource loading as success */
 	handleDisabledFileLoadingAsSuccess: boolean;
 
+	/** Suppresses the warning that is printed when code generation from strings is enabled at process level. */
+	suppressCodeGenerationFromStringsWarning: boolean;
+
 	/**
 	 * Settings for timers
 	 */",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,packages/happy-dom/src/browser/types/IOptionalBrowserSettings.ts,18,1,19,"@@ -8,9 +8,23 @@ import IOptionalTimerLoopsLimit from '../../window/IOptionalTimerLoopsLimit.js';
 import BrowserWindow from '../../window/BrowserWindow.js';
 
 export default interface IOptionalBrowserSettings {
-	/** Disables JavaScript evaluation. */
+	/**
+	 * Disables JavaScript evaluation.
+	 *
+	 * @deprecated Javascript evaluation is now disabled by default. Use ""enableJavaScriptEvaluation"" if you want to enable it.
+	 */
 	disableJavaScriptEvaluation?: boolean;
 
+	/**
+	 * Enables JavaScript evaluation.
+	 *
+	 * A VM Context is not an isolated environment, and if you run untrusted code you are at risk of RCE (Remote Code Execution) attacks.
+	 * It is recommended to disable code generation at process level by running node with the ""--disallow-code-generation-from-strings"" flag enabled to protect against these types of attacks.
+	 *
+	 * @see https://github.com/capricorn86/happy-dom/wiki/Code-Generation-From-Strings-Warning
+	 */
+	enableJavaScriptEvaluation?: boolean;
+
 	/** Disables JavaScript file loading. */
 	disableJavaScriptFileLoading?: boolean;
 
@@ -23,6 +37,9 @@ export default interface IOptionalBrowserSettings {
 	/** Handle disabled file loading as success */
 	handleDisabledFileLoadingAsSuccess?: boolean;
 
+	/** Suppresses the warning that is printed when code generation from strings is enabled at process level. */
+	suppressCodeGenerationFromStringsWarning?: boolean;
+
 	/** Settings for timers */
 	timer?: {
 		maxTimeout?: number;",1
capricorn86/happy-dom,de438ad,David Ortner,2025-10-09T22:36:28Z,BREAKING CHANGE: [#0] Changes JavaScript evaluation to be disabled by default,packages/happy-dom/src/browser/utilities/BrowserFrameNavigator.ts,3,3,6,"@@ -89,12 +89,12 @@ export default class BrowserFrameNavigator {
 
 		// Javascript protocol
 		if (targetURL.protocol === 'javascript:') {
-			if (frame && !frame.page.context.browser.settings.disableJavaScriptEvaluation) {
+			if (frame && frame.page.context.browser.settings.enableJavaScriptEvaluation) {
 				const readyStateManager = frame.window[PropertySymbol.readyStateManager];
 				const asyncTaskManager = frame[PropertySymbol.asyncTaskManager];
 
 				const taskID = readyStateManager.startTask();
-				const code = `${targetURL.href.replace('javascript:', '')}\n//# sourceURL=${frame.url}`;
+				const code = targetURL.href.replace('javascript:', '');
 
 				// The browser will wait for the next tick before executing the script.
 				// Fixes issue where evaluating the response can throw an error.
@@ -110,7 +110,7 @@ export default class BrowserFrameNavigator {
 							clearImmediate(immediate);
 							resolve(null);
 						});
-						frame.window.eval(code);
+						frame.window[PropertySymbol.evaluateScript](code, { filename: frame.url });
 					});
 				});
 ",1
